date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:13:17	5156/5156	---M--	200	added ('OK')	font/woff	etag:%221424-5fcd687da8800%22	https://caketheme.com/html/mojuri/libs/icomoon-font/fonts/icomoon.woff?fzv6fp	E:/jwellery/caketheme.com/html/mojuri/libs/icomoon-font/fonts/icomoon6dbe.woff	(from https://caketheme.com/html/mojuri/libs/icomoon-font/css/icomoon.css)
12:13:18	18792/18792	---M--	200	added ('OK')	image/svg+xml	etag:%224968-5fcd687da8800%22	https://caketheme.com/html/mojuri/libs/icomoon-font/fonts/icomoon.svg?fzv6fp	E:/jwellery/caketheme.com/html/mojuri/libs/icomoon-font/fonts/icomoon6dbe.svg	(from https://caketheme.com/html/mojuri/libs/icomoon-font/css/icomoon.css)
12:13:18	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5fcd688ddee40%22	https://caketheme.com/html/mojuri/libs/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	E:/jwellery/caketheme.com/html/mojuri/libs/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://caketheme.com/html/mojuri/libs/font-awesome/css/font-awesome.css)
12:13:18	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-5fcd688ceac00%22	https://caketheme.com/html/mojuri/libs/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	E:/jwellery/caketheme.com/html/mojuri/libs/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://caketheme.com/html/mojuri/libs/font-awesome/css/font-awesome.css)
12:13:18	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-5fcd688ddee40%22	https://caketheme.com/html/mojuri/libs/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	E:/jwellery/caketheme.com/html/mojuri/libs/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://caketheme.com/html/mojuri/libs/font-awesome/css/font-awesome.css)
12:13:19	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5fcd688ddee40%22	https://caketheme.com/html/mojuri/libs/font-awesome/fonts/fontawesome-webfont.eot?	E:/jwellery/caketheme.com/html/mojuri/libs/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://caketheme.com/html/mojuri/libs/font-awesome/css/font-awesome.css)
12:13:19	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-5fcd688ceac00%22	https://caketheme.com/html/mojuri/libs/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	E:/jwellery/caketheme.com/html/mojuri/libs/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://caketheme.com/html/mojuri/libs/font-awesome/css/font-awesome.css)
12:13:19	31666/31666	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2006:43:19%20GMT	https://caketheme.com/html/mojuri/libs/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	E:/jwellery/caketheme.com/html/mojuri/libs/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://caketheme.com/html/mojuri/libs/font-awesome/css/font-awesome.css)
12:13:19	9740/9740	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22260c-5fcd6875133c0%22	https://caketheme.com/html/mojuri/libs/wpbingofont/fonts/wpbingo.eot?fzv6fp	E:/jwellery/caketheme.com/html/mojuri/libs/wpbingofont/fonts/wpbingo6dbe.eot	(from https://caketheme.com/html/mojuri/libs/wpbingofont/css/wpbingofont.css)
12:13:20	9576/9576	---M--	200	added ('OK')	font/ttf	etag:%222568-5fcd6875133c0%22	https://caketheme.com/html/mojuri/libs/wpbingofont/fonts/wpbingo.ttf?fzv6fp	E:/jwellery/caketheme.com/html/mojuri/libs/wpbingofont/fonts/wpbingo6dbe.ttf	(from https://caketheme.com/html/mojuri/libs/wpbingofont/css/wpbingofont.css)
12:13:20	9652/9652	---M--	200	added ('OK')	font/woff	etag:%2225b4-5fcd687607600%22	https://caketheme.com/html/mojuri/libs/wpbingofont/fonts/wpbingo.woff?fzv6fp	E:/jwellery/caketheme.com/html/mojuri/libs/wpbingofont/fonts/wpbingo6dbe.woff	(from https://caketheme.com/html/mojuri/libs/wpbingofont/css/wpbingofont.css)
12:13:20	32390/32390	---M--	200	added ('OK')	image/svg+xml	etag:%227e86-5fcd687607600%22	https://caketheme.com/html/mojuri/libs/wpbingofont/fonts/wpbingo.svg?fzv6fp	E:/jwellery/caketheme.com/html/mojuri/libs/wpbingofont/fonts/wpbingo6dbe.svg	(from https://caketheme.com/html/mojuri/libs/wpbingofont/css/wpbingofont.css)
12:13:21	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e8b4-5fcd687236d00%22	https://caketheme.com/html/mojuri/libs/elegant-icons/fonts/ElegantIcons.eot	E:/jwellery/caketheme.com/html/mojuri/libs/elegant-icons/fonts/ElegantIcons.eot	(from https://caketheme.com/html/mojuri/libs/elegant-icons/css/elegant.css)
12:13:21	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e8b4-5fcd687236d00%22	https://caketheme.com/html/mojuri/libs/elegant-icons/fonts/ElegantIcons.eot?	E:/jwellery/caketheme.com/html/mojuri/libs/elegant-icons/fonts/ElegantIconsd41d.eot	(from https://caketheme.com/html/mojuri/libs/elegant-icons/css/elegant.css)
